id,sloka,translation,
510,atyuṣṇalavaṇakṣāravidāhyamlagarāśanāt|  mithyāsaṃsarjanādrūkṣaviruddhāśucibhojanāt||12||  plīhārśograhaṇīdoṣakarśanāt karmavibhramāt|  kliṣṭānāmapratīkārādraukṣyādvegavidhāraṇāt||13||  srotasāṃ dūṣaṇādāmāt saṅkṣobhādatipūraṇāt|  arśobālaśakṛdrodhādantrasphuṭanabhedanāt||14||  atisañcitadoṣāṇāṃ pāpaṃ karma ca kurvatām|  udarāṇyupajāyante mandāgnīnāṃ viśeṣataḥ||15||,"Consuming excessively hot, salty, and pungent foods, eating impure and contradictory food items; performing incorrect actions due to false judgment - all these result in afflictions for those who do not correct them. Through the contamination of bodily channels, suppression of natural urges, forceful eating, eating too quickly or too much, and other such improper habits, the digestive fire of slow-burning individuals becomes further weakened, leading to the creation of various ailments.",
511,kṣunnāśaḥ svādvatisnigdhagurvannaṃ pacyate cirāt|  bhuktaṃ vidahyate sarvaṃ jīrṇājīrṇaṃ na vetti ca||16||  sahate nātisauhityamīṣacchophaśca pādayoḥ|  śaśvadbalakṣayo'lpe'pi vyāyāme śvāsamṛcchati||17||  vṛddhiḥ purīṣanicayo  rūkṣodāvartahetukā|  bastisandhau rugādhmānaṃ vardhate pāṭyate'pi ca||18||  ātanyate ca jaṭharamapi  laghvalpabhojanāt|  rājījanma valīnāśa iti liṅgaṃ bhaviṣyatām||19||,"A greatly reduced person, indulging in delicious, overripe food, is consumed by hunger for a long time. Once eaten, everything becomes waste; neither does he recognize the difference between fresh and rotten (food). He endures, but not to excess, the heat of the sun and the chill of the wind, as well as the opposing forces of cold and warmth on his feet. Always experiencing a decline in strength, even when minimally exerting himself, he constantly perspires. Growth is marked by an accumulation of feces; constipation is caused by dryness and hardening of the stool. Additionally, if one's abdomen becomes too thin due to insufficient or meager eating, it may indicate an impending miscarriage or loss of hair. These are potential signs to watch out for.",
512,ruddhvā svedāmbuvāhīni doṣāḥ srotāṃsi sañcitāḥ|  prāṇāgnyapānān sandūṣya janayantyudaraṃ nṛṇām||20||,"After restraining sweat and urine, two types of bodily secretions, and pulling them back into the system, the vital breaths (prana, apana) purify and strengthen the digestive fire (agni) in humans, generating a healthy stomach (udara).",
513,kukṣerādhmānamāṭopaḥ śophaḥ pādakarasya ca|  mando'gniḥ ślakṣṇagaṇḍatvaṃ kārśyaṃ codaralakṣaṇam||21||,"The one with a protruding stomach, flabby breasts, limbs like the trunk of an elephant, a mild digestive fire, smooth and thin skin, and a narrow waist - this is the description of a person in poor health.",
514,pṛthagdoṣaiḥ samastaiśca plīhabaddhakṣatodakaiḥ|  sambhavantyudarāṇyaṣṭau teṣāṃ liṅgaṃ pṛthak śṛṇu||22||,"Hear separately the distinguishing signs of the eight abdominal organs, which arise afflicted by all sorts of defects and bound by bile, phlegm, and water.",
515,rūkṣālpabhojanāyāsavegodāvartakarśanaiḥ|,"Through austere food and drink, and the effort of drawing water from deep wells.",
516,vāyuḥ prakupitaḥ kukṣihṛdbastigudamārgagaḥ||23||  hatvā'gniṃ kaphamuddhūya tena rūddhagatistataḥ|  ācinotyudaraṃ jantostvaṅmāṃsāntaramāśritaḥ||24||,"Swelled with anger, the wind invades the regions of the abdomen , heart , and lower intestines . Having killed Kapha, it moves through the body and settles in the middle of the stomach , making it distended .",
517,tasya rūpāṇi kukṣipāṇipādavṛṣaṇaśvayathuḥ udaravipāṭanam aniyatau ca vṛddhihrāsaukukṣipārśvaśūlodāvartāṅgamardaparvabhedaśuṣkakāsakārśyadaurbalyārocakāvipākāḥ adhogurutvaṃ vātavarcomūtrasaṅgaḥ śyāvāruṇatvaṃ canakhanayanavadanatvaṅmūtravarcasām api codaraṃ tanvasitarājīsirāsantatam āhatamādhmātadṛtiśabdavadbhavativāyuścordhvamadhastiryak ca saśūlaśabdaścarati etadvātodaramiti vidyāt||25||,"Of him, the various forms of the abdomen, hands, feet, genitals, and back are unlimited growth and decline, weakness, dryness, perspiration, hair, and complexion; his complexion may be dark or reddish, his gait steady or unsteady, his eyes sunken or protruding, his speech coarse or fine; his belly may be big or small, his limbs thin or stout, his hair long or short, his bones hard or soft; all these forms of his arise from the five great elements and their combinations, and are constantly changing in accordance with the qualities (of those elements). This should be known.",
518,kaṭvamlalavaṇātyuṣṇatīkṣṇāgnyātapasevanaiḥ|  vidāhyadhyaśanājīrṇaiścāśu pittaṃ samācitam||26||,"Quickly pacify Pitta (bile) that is aggravated by spicy, sour, and salty foods, as well as by excessive heat and sunlight, through the use of emetic and purgative therapies, and by eating easily digestible food.",
519,prāpyānilakaphau ruddhvā mārgamunmārgamāsthitam|  nihantyāmāśaye vahniṃ janayatyudaraṃ tataḥ||27||,"Having restrained the downward- flowing air and phlegm, and established in the path of moderation, they extinguish the fire in the mind and create warmth in the abdomen. (Referring to the process of yoga or meditation)",
520,tasya rūpāṇi dāhajvaratṛṣṇāmūrcchātīsārabhramāḥ kaṭukāsyatvaṃ haritahāridratvaṃ [1] ca nakhanayanavadanatvaṅmūtravarcasām api codaraṃnīlapītahāridraharitatāmrarājīsirāvanaddhaṃ dahyate dūyate dhūpyate ūṣmāyate svidyate klidya mṛdusparśaṃ kṣiprapākaṃ cabhavati| etat pittodaramiti vidyāt||28||,"The severe fever of that person, accompanied by fainting, throbbing, delirium, bitter taste in the mouth, dryness, yellowishness, pallor, dark complexion, sweatiness, and red eyes, burns, scorches, smokes, blazes, glows, blisters, becomes soft to touch, and quickly increases. This is known as an inflammation of the stomach. (28)

(Note: In this verse, a detailed description of symptoms of a severe fever or Pittodara are given, which is a medical term used in Ayurveda.)",
521,avyāyāmadivāsvapnasvādvatisnigdhapicchilaiḥ|  dadhidugdhaudakānūpamāṃsaiścāpyatisevitaiḥ||29||,"Engaged in constantly churning with the soft, smooth, and close-fitting butter-like substances, resembling milk and water. (Verse 29)",
522,kruddhena śleṣmaṇā srotaḥsvāvṛteṣvāvṛto'nilaḥ|  tameva pīḍayan kuryādudaraṃ bahirantragaḥ [1] ||30||,"With saliva, the one who has obstructed the flow of his breath should **specifically** touch his chest from outside; this is the teaching.",
523,tasya rūpāṇi gauravārocakāvipākāṅgamardāḥ suptiḥ pāṇipādamuṣkoruśophaḥ utkleśanidrākāsaśvāsāḥ śuklatvaṃ canakhanayanavadanatvaṅmūtravarcasām| api codaraṃ śuklarājīsirāsantataṃ guru stimitaṃ sthiraṃ kaṭhinaṃ ca bhavati|etacchleṣmodaramiti vidyāt||31||,"Of him, the physical manifestations such as heaviness, gaurava, in the form of vipāka (effects) of good and bad deeds, deep sleep, placement of hands and feet, erectness of body parts, belching, hiccups, utkleśa (phlegm), nidrā (sleep), kāsa (cough), śva (hoarseness), āsāḥ (breathing), śuklatvam (whiteness) of the eyes, complexion, and teeth, mūtravarcasām (urine and feces), even udaram (stomach) become sthiram (firm), kaṭhinam (hard), guru (heavy), and with a layer of śleṣma (mucus). This is known as śleṣmodara.",
524,durbalāgnerapathyāmavirodhigurubhojanaiḥ|  strīdattaiśca rajoromaviṇmūtrāsthinakhādibhiḥ||32||  viṣaiśca mandairvātādyāḥ kupitāḥ sañcayaṃ trayaḥ|,"Overcoming weak enemies, opposing the teacher's orders, through improper food, and also due to women, semen, hair, skin, nails, and such; enraged by mild wind and other elements, three kinds of afflictions arise.",
525,śanaiḥ koṣṭhe prakurvanto janayantyudaraṃ nṛṇām||33||,"Gradually filling the grain storage, they cause the growth of the belly among people. (referring to farmers)",
526,tasya rūpāṇisarveṣāmeva doṣāṇāṃ samastāni liṅgānyupalabhyante varṇāśca sarve nakhādiṣu udaramapi nānāvarṇarājīsirāsantataṃbhavati| etat sannipātodaramiti vidyāt||34||,"Of him, all the signs of all defects are discernible, and all varnas (colors/types) arise in the nails, skin, and throughout the body. This is called the gathering of the stomach (i.e., the accumulation of attributes). This should be known.",
527,aśitasyātisaṅkṣobhādyānayānāticeṣṭitaiḥ|  ativyavāyabhārādhvavamanavyādhikarśanaiḥ||35||,"Overcoming the violent agitations of what is not fully possessed, and with excessive handling that causes wear and tear, as well as injuries.",
528,vāmapārśvāśritaḥ plīhā cyutaḥ sthānāt pravardhate|  śoṇitaṃ vā rasādibhyo vivṛddhaṃ taṃ vivardhayet||36||,One who has fallen to the left side and lost his support can grow (or recover) by being nourished with blood or other fluids that have increased.,
529,pakṣmabālaiḥ sahānnena bhuktairbaddhāyane gude|  udāvartaistathā'rśobhirantrasammūrcchanena vā||39||,"With feathers bound by food eaten along with (other) creatures, or agitated by the intense flapping of wings.",
530,apāno mārgasaṃrodhāddhatvā'gniṃ kupito'nilaḥ|  varcaḥpittakaphān ruddhvā janayatyudaraṃ tataḥ||40||,"Once the obstruction to apana (downward air) is removed, the agitated wind, filled with anger, unblocks the functions of bile and phlegm, thereby giving rise to the stomach.",
531,śarkarātṛṇakāṣṭhāsthikaṇṭakairannasaṃyutaiḥ|  bhidyetāntraṃ yadā bhuktairjṛmbhayā'tyaśanena vā||42||,"When the intestine is pierced by sharp pieces of sugarcane , paddy straw , wood , and bone mixed with food , it can swell due to indigestion or chewing .",
532,pākaṃ gacchedrasastebhyaśchidrebhyaḥ prasravadbahiḥ|  pūrayan gudamantraṃ ca janayatyudaraṃ tataḥ||43||,"Proceeds to cook, extracting the juice, from secluded spots, filling the cavity of the grinding stone, and causing the fermentation of the dough.",
533,snehapītasya mandāgneḥ kṣīṇasyātikṛśasya vā|  atyambupānānnaṣṭe'gnau mārutaḥ klomni saṃsthitaḥ||45||,"Even in a weakened and depleted sacred fire, fueled by only a little ghee from affection, or even when nearly extinguished, the wind remains established as life-breath.",
534,srotaḥsu ruddhamārgeṣu kaphaścodakamūrcchitaḥ|  vardhayetāṃ tadevāmbu svasthānādudarāya tau||46||,"When the flow in the channels is obstructed by the mucus-water mixture, one should increase the water intake to help remedy this abnormal situation and restore it to its normal state.",
535,bhavanti cātra  vātātpittātkaphāt plīhnaḥ sannipātāttathodakāt|  paraṃ paraṃ kṛcchrataramudaraṃ bhiṣagādiśet||50||  pakṣādbaddhagudaṃ tūrdhvaṃ sarvaṃ jātodakaṃ tathā|  prāyo bhavatyabhāvāya cchidrāntraṃ codaraṃ nṛṇām||51||  śūnākṣaṃ kuṭilopasthamupaklinnatanutvacam|  balaśoṇitamāṃsāgniparikṣīṇaṃ ca varjayet||52||,"Here, winds, bile, phlegm, and other bodily humors gather; the expert physician should treat the most severe cases of their imbalance. Above the swollen abdomen, everything related to fluids becomes a concern for humans, except for pus, urine, feces, and sweat. One should avoid foods that are rotten, putrid, stale, or overcooked, and those that cause rashes, itching, or indigestion.",
536,śvayathuḥ sarvamarmotthaḥ śvāso hikkā'ruciḥ satṛṭ|  mūrcchā cchardiratīsāro nihantyudariṇaṃ naram||53||,"Upon being pierced by all the vital points, even a strong man is destroyed by the combination of heavy breathing, coughing, fainting, and gurgling.",
537,janmanaivodaraṃ sarvaṃ prāyaḥ kṛcchratamaṃ matam|  balinastadajātāmbu yatnasādhyaṃ navotthitam||54||,"Born from merely the womb, generally considered the greatest struggle; for the strong, achieving youthfulness is not easily accomplished.",
538,ajātaśothamaruṇaṃ  saśabdaṃ nātibhārikam|  sadā guḍaguḍāyacca  sirājālagavākṣitam||55||  nābhiṃ viṣṭabhya pāyau  tu vegaṃ kṛtvā praṇaśyati|  hṛnnābhivaṅkṣaṇakaṭīgudapratyekaśūlinaḥ||56||  karkaśaṃ sṛjato vātaṃ nātimande ca pāvake|  lolasyāvirase  cāsye mūtre'lpe saṃhate viṣi||57||  ajātodakamityetairliṅgairvijñāya tattvataḥ|  upākramedbhiṣagdoṣabalakālaviśeṣavit||58||,"Perceiving through the signs of the unborn, reddish-brown and thunderous, but still not too loud, constantly vibrating, spread out over the ground, with channels like a cow's hide, located at the navel, having expanded and contracted the abdomen, releasing wind that is rough, and in the weakened fire causing the tongue to falter and become still, understanding fully that it is unborn water, the healer knowledgeable about the specific time, strength, and ailments approaches.",
539,vātodaraṃ balamataḥ pūrvaṃ snehairupācaret|  snigdhāya sveditāṅgāya dadyāt snehavirecanam||59||,The strong one should first serve the father with affectionate care, one should give a gentle massage to the sweaty limbs of the affectionately looked-after person.
540,hṛte doṣe parimlānaṃ veṣṭayedvāsasodaram|  tathā'syānavakāśatvādvāyurnādhmāpayet punaḥ||60||,"Once the fault is extracted, it should be enveloped in its own clothes, and similarly, the air should not be readmitted into the empty space (of the lung).",
541,doṣātimātropacayāt srotomārganirodhanāt|  sambhavatyudaraṃ tasmānnityameva virecayet||61||  śuddhaṃ saṃsṛjya ca kṣīraṃ balārthaṃ pāyayettu tam|,"If excess of impurities and the obstruction of the flow of nutrients are avoided, a healthy stomach can be maintained perpetually. Therefore, one should always ensure to cleanse and consume pure, nutritious milk for strength.",
542,prāgutkleśānnivartyaṃ ca bale labdhe kramāt payaḥ||62||  yūṣai rasairvā mandāmlalavaṇairedhitānalam|,"Having dispelled prior afflictions, one should gradually and sequentially obtain strength through tasting the juices that are mildly astringent, sour, and salty. (62)",
543,sodāvartaṃ punaḥ snigdhaṃ svinnamāsthāpayennaram||63||  sphuraṇākṣepasandhyasthipārśvapṛṣṭhatrikārtiṣu|,"Let the virtuous one (s/he) re-establish (the churning rod) firmly and smoothly in the churning (of curd to make butter) again and again; especially during transitions marked by instability, be it at the beginning, middle, or end of the churning process.",
