id,sloka(iast),translation
284,viruddhaduṣṭāśucibhojanāni pradharṣaṇaṃ devagurudvijānām|  unmādaheturbhayaharṣapūrvo mano'bhighāto viṣamāśca ceṣṭāḥ||4||,"Food with incompatible, contaminated and unclean properties; possession by spirits like gods, teachers and brahmanas; mental trauma due to recurrent exposure to fear or exhilaration and adopting difficult posture are the general causes of unmada.[4]"
285,tairalpasattvasya malāḥ praduṣṭā buddhernivāsaṃ hṛdayaṃ pradūṣya|  srotāṃsyadhiṣṭhāya manovahāni pramohayantyāśu narasya cetaḥ||5||,"By the above causative factors, the doshas get vitiated in the person possessing low level of sattva guna (weak minded people) in turn vitiate hridaya (mind), which ise seat of intellect. There from the channels carrying mental factors (mano-vaha srotasas), quickly delude the mind of the person. [5]"
286,dhīvibhramaḥ sattvapariplavaśca paryākulā dṛṣṭiradhīratā ca|  abaddhavāktvaṃ hṛdayaṃ ca śūnyaṃ sāmānyamunmādagadasya liṅgam||6||  sa mūḍhacetā na sukhaṃ na duḥkhaṃ nācāradharmau kuta eva śāntim|  vindatyapāstasmṛtibuddhisañjño bhramatyayaṃ ceta itastataśca||7||,"Perverted intellect, psychic agitation, restlessness in eyes, impatience, incoherent speech and feeling of emptiness in hridaya (mind), these are the general features of unmada.   Thus, the person with deranged mind does not know pleasures, pain, ethics and eternal duties and does not get peace anywhere. Therefore, he lets the mind wander here and there due to loss of memory, intellect and perceptions. [6-7]"
287,samudbhramaṃ buddhimanaḥsmṛtīnāmunmādamāgantunijotthamāhuḥ| tasyodbhavaṃ pañcavidhaṃ pṛthak tu vakṣyāmi liṅgāni cikitsitaṃ ca||8||,"Unmada refers to excessive affliction of intellect, mind and memory. This is of two types – nija (endogenous) and agantuja (exogenous). According to origin, it is of five types.(I) will describe their symptoms and treatment separately.[8]"
288,rūkṣālpaśītānnavirekadhātukṣayopavāsairanilo'tivṛddhaḥ|  cintādijuṣṭaṃ  hṛdayaṃ pradūṣya buddhiṃ smṛtiṃ cāpyupahanti śīghram||9||  asthānahāsasmitanṛtyagītavāgaṅgavikṣepaṇarodanāni|  pāruṣyakārśyāruṇavarṇatāśca jīrṇe balaṃ cānilajasya rūpam||10||,"Vata gets aggravated by the intake of rough, deficient in quantity and cold in property food, excessive evacuation of doshas, depletion of body tissues and fasting. This aggravated vata affects the hridaya (site of mind), which is already afflicted with anxiety etc. and thus quickly deranges intellect and memory.  Laughing, smiling, dancing, singing, speaking, abnormal movement of body parts, weeping at improper places and improper time, roughness, emaciation, reddish discoloration of body parts and aggravation of the disease after digestion of food; are the clinical features of the vata dominant unmada .[9-10]"
289,ajīrṇakaṭvamlavidāhyaśītairbhojyaiścitaṃ pittamudīrṇavegam|  unmādamatyugramanātmakasya hṛdi śritaṃ pūrvavadāśu kuryāt||11||  amarṣasaṃrambhavinagnabhāvāḥ santarjanātidravaṇauṣṇyaroṣāḥ  |  pracchāyaśītānnajalābhilāṣāḥ pītā ca bhāḥ pittakṛtasya liṅgam||12||,"The already accumulated pitta gets aggravated due to indigestion, by the intake of pungent, sour food, those articles causing burning sensation, and hot in potency. It takes shelter in the hridaya (site of mind) in the person without self restraint and thus suddenly gives rise to severe episode of unmada as per the above mentioned pathogenesis.  Intolerance, agitation, nakedness, terrorizing, excessive movements, (running), heat, wrath (anger), yellowish luster and desire for dense shady places, cold food - are the clinical features of pitta dominant unmada. [11-12]"
290,sampūraṇairmandaviceṣṭitasya soṣmā kapho marmaṇi sampravṛddhaḥ|  buddhiṃ smṛtiṃ cāpyupahatya cittaṃ pramohayan sañjanayedvikāram||13||  vākceṣṭitaṃ mandamarocakaśca nārīviviktapriyatā'tinidrā|  chardiśca lālā ca balaṃ ca bhuṅkte nakhādiśauklyaṃ ca kaphātmakasya||14||,"In the persons taking excessive food and doing slow activities (having sedentary habits), kapha along with heat (pitta) increases in their vital organ (hridaya), impairing intellect and memory and thereby deranging their mind produces insanity. Slow speech and movements, anorexia, and liking for women and loneliness, excessive sleep, vomiting, salivation, aggravation of the disease after taking meals and whiteness of nails etc.– these are the clinical features of the kapha dominant unmada. [13-14]"
291,yaḥ sannipātaprabhavo'tighoraḥ sarvaiḥ samastaiḥ sa ca hetubhiḥ syāt|  sarvāṇi rūpāṇi bibharti tādṛgvirudghabhaiṣajyavidhirvivarjyaḥ||15||,"The severe type of unmada arising from sannipata (aggravation of all three doshas) is caused by all the above etiological factors. It presents with all the above characters in mixed form and because of antagonistic therapeutic principles, it is difficult to treat and therefore should be rejected. [15]"
292,devarṣigandharvapiśācayakṣarakṣaḥpitṝṇāmabhidharṣaṇāni|  āgantuheturniyamavratādi mithyākṛtaṃ karma ca pūrvadehe||16||,"Possession by the gods, sages, gandharvas (celestial choristers), pishachas (devils), yakshas (living supernatural being/spiritual apparition), rakshasas (demons) and pitru(forefathers/ancestors spirits); unmethodical performance of spiritual rituals and vows etc. and the deeds of past life are the causes of the exogenous type of unmada. [16]"
293,amartyavāgvikramavīryaceṣṭo jñānādivijñānabalādibhiryaḥ|  unmādakālo'niyataśca yasya bhūtotthamunmādamudāharettam||17||,"Persons presenting with superhuman speech, valor, power and activities along with superhuman knowledge, understanding, strength etc. and having irregular time of aggravation of the disease, are the clinical features of unmada caused by exogenous causes (evil spirits). [17]"
294,adūṣayantaḥ puruṣasya dehaṃ devādayaḥ svaistu guṇaprabhāvaiḥ|  viśantyadṛśyāstarasā yathaiva cchāyātapau darpaṇasūryakāntau||18|| āghātakālo hi sa pūrvarūpaḥ prokto nidāne'tha surādibhiśca|  unmādarūpāṇi pṛthaṅnibodha kālaṃ ca gamyān puruṣāṃśca teṣām||19||,"Celestial beings invisibly and swiftly enter into the body of a person by their own supernatural effect without affecting the body of the individual. This simulates with as image enter the mirror and sunlight enters the sun-stone. [18]  As said earlier in the diagnosis -section, prodromal features coincide with the entry of celestial beings. Now listen about the symptoms of various types separately, time of affliction and susceptible person. [19]"
295,tatra dvayorapi nijāgantunimittayorunmādayoḥ  samāsavistarābhyāṃ bheṣajavidhimanuvyākhyāsyāmaḥ||24||,Now I will describe in brief and detail the treatment of both the endogenous and exogenous types of unmada. 
296,unmāde vātaje pūrvaṃ snehapānaṃ viśeṣavit|  kuryādāvṛtamārge tu sasnehaṃ mṛdu śodhanam||25||,"In vata dominant type, first of all one should prescribe intake of oils and ghritas (sneha) substance but if there is obstruction in channels, mild unctuous evacuatives in small quantities should be administered. "
297,kaphapittodbhave'pyādau vamanaṃ savirecanam|  snigdhasvinnasya kartavyaṃ śuddhe saṃsarjanakramaḥ||26||,"If the insanity is caused by kapha and pitta, emesis and purgation should be given after unction and sudation. Post- evacuation dietetic regimen should be prescribed (gradually from lighter to heavier diet as per prescribed procedure). "
298,nirūhaṃ snehabastiṃ ca śirasaśca virecanam|  tataḥ kuryādyathādoṣaṃ teṣāṃ bhūyastvamācaret||27||,"Thereafter non-unctuous (niruha) and unctuous (anuvasana) enema and nasal errhines (shiro-virechana) should be administrated.  Depending upon the predominance of doshas, one or the other of the above measures should be repeatedly applied. "
299,hṛdindriyaśiraḥkoṣṭhe saṃśuddhe vamanādibhiḥ|  manaḥprasādamāpnoti smṛtiṃ sañjñāṃ ca vindati||28||,"By the administration of these therapeutic measures, heart, sense organs, head and bowels (koshtha) get cleansed as a result of which the mind gets refreshed and the patient regains memory as well as consciousness. "
300,śuddhasyācāravibhraṃśe tīkṣṇaṃ nāvanamañjanam|  tāḍanaṃ ca manobuddhidehasaṃvejanaṃ  hitam||29||  yaḥ sakto'vinaye  paṭṭaiḥ saṃyamya sudṛḍhaiḥ sukhaiḥ|  apetalohakāṣṭhādye saṃrodhyaśca tamogṛhe||30||,"Even after the completion of above cleansing procedure, if the abnormal behaviour persists, the application of irritant snuffing, collyrium and beating should be done, which are useful for stimulating his mind, intellect and body. One who is non-submissive and strong in physique, should be bound with firm and soft cotton bandage and should be confined in a dark room free from irons rods, wooden pieces etc. "
301,tarjanaṃ trāsanaṃ dānaṃ harṣaṇaṃ sāntvanaṃ bhayam|  vismayo vismṛterhetornayanti prakṛtiṃ manaḥ||31||  pradehotsādanābhyaṅgadhūmāḥ pānaṃ ca sarpiṣaḥ|  prayoktavyaṃ manobuddhismṛtisañjñāprabodhanam||32||  sarpiḥpānādirāgantormantrādiśceṣyate vidhiḥ|33|,"Verbal teasing or threatening/shouting with anger (tarjana), terrorizing (trasanam), gifts /donations(danam), gladdening and exhilaration(hanshanam), consolation (santwanam), frightening(bhayam) and astonishing/exhibition of surprising acts (vismaya) restore the mind to normalcy by diverting it and counteracting the causes of loss of memory. The patients suffering from unmada should be administered thick ointment (pradeha), anointing (utsadana), massage (abhyanga), fumigation (dhuma) and intake of ghee to arouse mind, intellect, memory and consciousness.  In exogenous type of unmada, intake of ghee (sarpih pana) etc. along with chanting of hymns (mantras) is recommended for the benefit of the patient. [24-32]"
302,ataḥ siddhatamānyogāñchṛṇūnmādavināśanān||33||  hiṅgusauvarcalavyoṣairdvipalāṃśairghṛtāḍhakam|  caturguṇe gavāṃ mūtre siddhamunmādanāśanam||34||,"Now listen, some of the most efficacious formulations for alleviating the unmada. Hingu, sauvarchala and trikatu (shunthi , maricha and pippali ) each 80 gm (two palas) should be made to paste and cooked with  one adhaka of  ghee (2.56 kg ) and four times cow’s urine is a tested destroyer of unmada.[33-34]"
303,viśālā triphalā kauntī  devadārvelavālukam|  sthirā nataṃ rajanyau dve sārive dve priyaṅgukā||35||  nīlotpalailāmañjiṣṭhādantīdāḍimakeśaram|  tālīśapatraṃ bṛhatī mālatyāḥ kusumaṃ navam||36||  viḍaṅgaṃ pṛśniparṇī ca kuṣṭhaṃ candanapadmakau|  aṣṭāviṃśatibhiḥ kalkairetairakṣasamanvitaiḥ||37||  caturguṇe  jale samyagghṛtaprasthaṃ vipācayet|,"Vishala, triphala, harenuka, devadaru, elevaluka, shalaparni, tagara, two types of haridra (haridra and dauharidra), two types of sariva, priyangu, nilotpala, ela, manjishtha,danti,dadima, nagakeshara, talisapatra, brahati, fresh flower of jati, vidanga, prishnaparni, kushtha, chandana and padmaka, (total 28 drugs) each 10 gm, and ghee 640 gm, should be cooked well with four times water.   "
304,apasmāre jvare kāse śoṣe mande'nale kṣaye||38||  vātarakte pratiśyāye tṛtīyakacaturthake|  chardyarśomūtrakṛcchreṣu visarpopahateṣu ca||39||  kaṇḍūpāṇḍvāmayonmādaviṣamehagadeṣu ca|  bhūtopahatacittānāṃ gadgadānāmacesām||40||  śastaṃ strīṇāṃ ca vandhyānāṃ dhanyamāyurbalapradam|  alakṣmīpāparakṣoghnaṃ sarvagrahavināśanam||41||  kalyāṇakamidaṃ sarpiḥ śreṣṭhaṃ puṃsavaneṣu caiti kalyāṇakaṃ ghṛtam,"This ghee is useful in epilepsy, fever, cough, poor digestion, wasting, vatarakta, coryza, tertian and quaternary fever, vomiting, piles, dysuria, erysipelas, itching, anemia, unmada, poisoning, prameha, mental affection by supernatural beings (evil spirits), stammering voice, loss of consciousness and female sterility. It promotes life span, wealth and strength. It alleviates inauspiciousness, sins and micro-organism including all the grahas (seizures). This kalyanaka ghrita is also excellent for punsavana (samskara for formation of fetus). [35-41,1/2]"
305,ebhya eva sthirādīni jale paktvaikaviṃśatim||42||  rase tasmin pacet sarpirgṛṣṭikṣīre caturguṇe|  vīrārdramāṣakākolīsvayaṅguptarṣabhardhibhiḥ||43||  medayā ca samaiḥ kalkaistat syāt kalyāṇakaṃ mahat|  bṛṃhaṇīyaṃ viśeṣeṇa sannipātaharaṃ param||44||  iti mahākalyāṇakaṃ ghṛtam,"In the same way, the twenty one drugs beginning with sthira (shalparni) are boiled in water. With this decoction ghee is cooked adding four times milk of primi para cow (milk collected from the cow after its first delivery) and paste of vira, two types of masha (masha and rajmasha) , kakoli, kapikacchu, rishabhaka and riddhi. This mahakalyanaka ghrita is particularly nourishing (bulk promoting) and an excellent alleviator of sannipata (simultaneous vitiation of all three doshas). [42 1/2-44]"
306,jaṭilāṃ pūtanāṃ keśīṃ cāraṭīṃ markaṭīṃ vacām|  trāyamāṇāṃ jayāṃ vīrāṃ corakaṃ kaṭurohiṇīm||45||  vayaḥsthāṃ śūkarīṃ chatrāmaticchatrāṃ palaṅkaṣām|  mahāpuruṣadantāṃ ca kāyasthāṃ nākulīdvayam||46||  kaṭambharāṃ vṛścikālīṃ sthirāṃ cāhṛtya tairghṛtam|  siddhaṃ cāturthakonmādagrahāpasmāranāśanam||47||  mahāpaiśācikaṃ nāma ghṛtametadyathā'mṛtam|  buddhismṛtikaraṃ caiva bālānāṃ cāṅgavardhanam||48||  iti mahāpaiśācikaṃ ghṛtam,"Ghee processed with drugs like jatamansi, haritaki, bhutkeshi, charati, kapikacchu, vacha, trayamana, jaya (jayanti), vira(kshirakakoli), choraka, katurohini, vayastha, varahi, chhatra, atichhatra, palankasha, shatavari, kayastha, two types of nakuli (nakuli and gandha nakuli), katabhi and shalaparni, is known as mahapaishachika ghrita. It is like ambrosia and alleviates quartan fever, unmada, epilepsy. It also promotes intellect and memory and help in development of children. This is mahapaishachika ghrita. [45-48]"
307,laśunānāṃ śataṃ triṃśadabhayāstryūṣaṇāt palam|  gavāṃ carmamasīprastho dvyāḍhakaṃ kṣīramūtrayoḥ||49||  purāṇasarpiṣaḥ prastha ebhiḥ siddhaṃ prayojayet|  hiṅgucūrṇapalaṃ śīte dattvā ca madhumāṇikām||50||  taddoṣāgantusambhūtānunmādān viṣamajvarān|  apasmārāṃśca hantyāśu pānābhyañjananāvanaiḥ||51||  iti laśunādyaṃ ghṛtamlaśunasyāvinaṣṭasya tulārdhaṃ nistuṣīkṛtam|  tadardhaṃ daśamūlasya dvyāḍhake'pāṃ vipācayet||52||  pādaśeṣe ghṛtaprasthaṃ laśunasya rasaṃ tathā|  kolamūlakavṛkṣāmlamātuluṅgārdrakai rasaiḥ||53||  dāḍimāmbusurāmastukāñjikāmlaistadardhikaiḥ|  sādhayettriphalādārulavaṇavyoṣadīpyakaiḥ||54||  yavānīcavyahiṅgvamlavetasaiśca palārdhikaiḥ|  siddhametat pibecchūlagulmārśojaṭharāpaham||55||  bradhnapāṇḍvāmayaplīhayonidoṣajvarakṛmīn|  vātaśleṣmāmayān sarvānunmādāṃścāpakarṣati||56||  ityaparaṃ laśunādyaṃ ghṛtam,"One hundred dehusked bulbs of garlic, 30 fruits of haritaki, trikatu 40 gm ,ash of cow leather 640 gm, cow milk and cow urine 5.12kg should be well cooked with ten year old cow ghee 640 gm .After it is well cooked and cooled, 40 gms of powder of hingu(asafoetida) and  honey 320gm should be added .This lashunadya ghrita applied in the form of intake, massage and snuffing alleviates quickly all types of unmada, both endogenous and exogenous, intermittent fever and epilepsy. [49-51]  Undamaged garlic decorticated -200gm, dashamula -100gm should be boiled in 5.12 liters of water and reduced to one fourth. Thereafter ghee -640 gm garlic juice -640 gm along with the juice of kola (jujube), radish, vrikshamla, matulunga and fresh ginger, pomegranate, sura, curd water and sour gruel -each 320 ml and the past of triphala, devadaru, rocksalt, trikatu, ajamoda, yavani, chavya, hingu and amlavetasa -each 20 gm should be cooked. This medicated ghee by intake alleviates colic, gulma, piles, udara, inguinal hernia, anemia, spleen enlargement, female genital disorders, fever, worms, disorder of vata, kapha and all types of unmada. [52-56]"
