id,sloka,translation,Unnamed: 3
420,jñātvā tu paripakvāmaṃ mārutagrahaṇīgadam|  dīpanīyayutaṃ sarpiḥ pāyayetālpaśo bhiṣak||77||,"Once he has understood the ripe teachings of Marutigrahana, the guru, he, the healer, should offer clarified butter, the first part of the ghee-making process, to him, nourishing him with light food again, following proper practices and illuminating it.",
421,kiñcitsandhukṣite tvagnau saktaviṇmūtramārutam|  dvyahaṃ tryahaṃ vā saṃsnehya svinnābhyaktaṃ nirūhayet||78||,"Having understood, should one in the fully matured fire, kindle the air-grasping ghee, whether twice or thrice, as a healer, (one should kindle it) slightly, causing the finest (ghee) to flow.",
422,tata eraṇḍatailena sarpiṣā tailvakena vā|  sakṣāreṇānile śānte srastadoṣaṃ virecayet||79||,"Even by smearing a small part of sandalwood paste, previously made and mixed with ghee, or by sprinkling twice or thrice with air infused with odor, one should cleanse the impurities in the fire, by attentively engaging in such actions.",
423,śuddhaṃ rūkṣāśayaṃ baddhavarcasaṃ cānuvāsayet|  dīpanīyāmlavātaghnasiddhātailena mātrayā||80||,"Then, using a butter made from pure, unprocessed threshed sesame seeds and clarified butter, and with a small amount of radiant ghee from a cow that has been well-nourished, he should carefully cause the impurity to be removed.",
424,nirūḍhaṃ ca viriktaṃ ca samyak caivānuvāsitam|  laghvannaṃ pratisambhuktaṃ sarpirabhyāsayet punaḥ||81||,"Let a serpent, made pure and harsh through shedding, settle again; let it stimulate brilliance; let it be activated by the blending of air and the elimination of bitterness, using its tail and a drop of water.",
425,dve pañcamūle saralaṃ devadāru sanāgaram|  pippalīṃ pippalīmūlaṃ citrakaṃ hastipippalīm||82||  śaṇabījaṃ yavān kolan kulatthān suṣavīṃ tathā [27] | pācayedāranālena dadhnā sauvīrakeṇa vā||83||  caturbhāgāvaśeṣeṇa pacettena ghṛtāḍhakam|  svarjikāyāvaśūkākhyau kṣārau dattvā ca yuktitaḥ||84||  saindhavaudbhidasāmudrabiḍānāṃ romakasya ca|  sasauvarcalapākyānāṃ bhāgāndvipalikān pṛthak||85||  vinīya cūrṇitān tasmāt pāyayet prasṛtaṃ budhaḥ|  karotyagniṃ balaṃ varṇaṃ vātaghnaṃ bhuktapācanam||86||  iti daśamūlādyaṃ ghṛtam,"A wise person should carefully cook, using clarified butter that has been properly processed, strained, and made light, food that has been thoroughly chewed and digested, using sesame oil, salty substances, and other ingredients, in proper proportion, at the end of the cooking process.",
426,tryūṣaṇatriphalākalke bilvamātre guḍāt pale|  sarpiṣo'ṣṭapalaṃ paktvā mātrāṃ mandānalaḥ pibet||87||  iti tryūṣaṇādyaṃ ghṛtam,"Two bilva fruits, a pippala fruit, its root, citraka, a piece of wood from a holy tree, and a fragment of elephant tusk, all crushed together, should be cooked with one quarter of the remaining ghee. Once prepared, this should be combined with two spoons of clarified butter that has been strained after being boiled with kşāra, then mixed separately with salt, various spices, and separately crushed black pepper. Therefore, a wise man should cause this to be offered, having first prepared it with proper care, to Agni, the source of strength, color, and digestion, which has been consumed and burnt by wind and fire. This is the first of the decad, beginning with ghṛta.",
427,pañcamūlābhayāvyoṣapippalīmūlasaindhavaiḥ|  rāsnākṣāradvayājājīviḍaṅgaśaṭibhirghṛtam||88||  śuktena mātuluṅgasya svarasenārdrakasya ca|  śuṣkamūlakakolāmbucukrikādāḍimasya ca||89||  takramastusurāmaṇḍasauvīrakatuṣodakaiḥ|  kāñjikena ca tat pakvamagnidīptikaraṃ param||90||  śūlagulmodaraśvāsakāsānilakaphāpaham|  sabījapūrakarasaṃ siddhaṃ vā pāyayedghṛtam||91||  siddhamabhyañjanārthaṃ ca tailametaiḥ prayojayet|  eteṣāmauṣadhānāṃ vā pibeccūrṇaṃ sukhāmbunā||92||  vāte śleṣmāvṛte sāme kaphe vā vāyunoddhate|  dadyāccūrṇaṃ pācanārthamagnisandīpanaṃ param||93||  iti pañcamūlādyaṃ ghṛtaṃ cūrṇaṃ ca,"""With five ingredients, including the trifala decoction, made from the roots of",
428,majjatyāmā gurutvādviṭ pakvā tūtplavate jale|  vinā'tidravasaṅghātaśaityaśleṣmapradūṣaṇāt||94||,"""Soaked in water, the rhizome of pippalī, ground with Saindhava salt and other substances, should be cooked. Once cooked, it should be made to attain proper consistency with a pestle made of takra, mastu, surā, maṇḍa, sauvīraka, and tuṣa. Then, after adding ghee treated with śūla, gulma, udara, śvāsa, kāsa, ānila, and kapha, it should be caused to be fully cooked. This should be drunk, mixed with cūrṇa, for the purpose of alleviating kapha accumulation in the body. It should be consumed with suitable liquids, for promoting comfort in the body. The phlegm that has accumulated in these two should be made to flow out, and then, if suitable, a digestive substance should be administered.""",
429,parīkṣyaivaṃ purā sāmaṃ nirāmaṃ cāmadoṣiṇam|  vidhinopācaret samyak pācanenetareṇa vā||95||,"Having examined these sama hymns, which are free from blemishes, due to their heaviness, even a small quantity of them, when properly performed or recited, rises up and purifies the water they are placed in, without the need for any other purification method.",
430,citrakaṃ pippalīmūlaṃ dvau kṣārau lavaṇāni ca|  vyoṣaṃ hiṅgvajamodāṃ ca cavyaṃ caikatra cūrṇayet||96||  guṭikā mātuluṅgasya dāḍimasya rasena vā|  kṛtā vipācayatyāmaṃ dīpayatyāśu cānalam||97||  iti citrakādyā guṭikā,"Having examined this previously, one should prepare a mixture of citraka, pippalī mūla, two types of kṣāra, lavaṇā, vyoṣa, hiṅgvajamodā, and cavya. A guṭikā made from the juices of mātuluṅga, dāḍima, or samyak following the prescribed method, when properly prepared and applied, can quickly cure an anal disorder. Thus, these guṭikās.",
431,nāgarātiviṣāmustakvāthaḥ syādāmapācanaḥ|  mustāntakalkaḥ pathyā vā nāgaraṃ coṣṇavāriṇā||98||,"Let citraka and pippalīmūla, when combined with kṣāra and lavaṇāni, be ground together, or, instead, let hingu and aja, when combined with modām and cavyam, be made into a pill; then, mix it with dāḍima's juice and quickly illuminate this vāipācayatyāma. This is how citrakādyā guṭikā is prepared.",
432,devadāruvacāmustanāgarātiviṣābhayāḥ|  vāruṇyāmāsutāstoye koṣṇe vā'lavaṇāḥ pibet||99|| varcasyāme saśūle ca pibedvā dāḍimāmbunā|,"In the irrigated lands, who could be the serpent-king's descendant, mustard plant that has not been conquered by decay, possessing power in the form of poison, and resides in the warm water? Let him drink the juice of the ripe bibimā fruit or the water.",
433,viḍena [29] lavaṇaṃ piṣṭaṃ bilvaṃ citrakanāgaram||100||  sāme vā sakaphe vāte koṣṭhaśūlakare pibet|,"Let the gods, benefactors of all, drink the crushed bilva fruit mixed with mustard seeds and a serpent-like kusa grass in the Varuni water or in a vessel, just as they drink in the presence of Ushas. Who is that generous one who will drink the mild (unsalted) water with dadaima fruit through a pipe, O varcasi one, in my presence?",
434,kaliṅgahiṅgvativiṣāvacāsauvarcalābhayāḥ||101||  chardyarśogranthiśūleṣu pibeduṣṇena vāriṇā|  pathyāsauvarcalājājīcūrṇaṃ maricasaṃyutam||102||,"She, of Kalinga, with a banner resembling a poisonous snake, should drink from a water pot at the top of the plowshare, mixed with salt, turmeric, and mustard seeds.",
435,abhayāṃ pippalīmūlaṃ vacāṃ kaṭukarohiṇīm|  pāṭhāṃ vatsakabījāni citrakaṃ viśvabheṣajam||103||  pibenniṣkvāthya cūrṇaṃ vā kṛtvā koṣṇena vāriṇā|  pittaśleṣmābhibhṛtāyāṃ grahaṇyāṃ śūlanuddhitam||104||,"In the Kalinga region, let him drink or take, as a treatment for excess bile, the root of the pippal tree, bitter in taste, mixed with a little hot water or, alternatively, with powdered citraka, a universal medicine, after having made it warm. [103,104]",
436,sāme sātiviṣaṃ vyoṣaṃ lavaṇakṣārahiṅgu ca|  niḥkvāthya pāyayeccūrṇaṃ kṛtvā vā koṣṇavāriṇā||105||,"Having chewed the bitter root of pippal tree, having drunk (the mixture) by straining it, having made (the powder of) vatsakabija seeds, citraka, and visva bheshaja, and having mixed it with warm water or fluid, one should take it in the case of affliction from bile, phlegm, or both, for it is beneficial.",
437,pippalīṃ nāgaraṃ pāṭhāṃ sārivāṃ bṛhatīdvayam|  citrakaṃ kauṭajaṃ bījaṃ lavaṇānyatha pañca ca||106||  taccūrṇaṃ sayavakṣāraṃ dadhyuṣṇāmbusurādibhiḥ|  pibedagnivivṛddhyarthaṃ koṣṭhavātaharaṃ naraḥ||107||,"The one who desires to strengthen the digestive fire should consume, having reduced to powder, along with a mixture of citraka, kauṭaja, five salts, and other ingredients, a pippali plant, a naga plant, a patha plant, two large sariwah plants, and a hingu plant, all soaked in warm water.",
438,maricaṃ kuñcikāmbaṣṭhāvṛkṣāmlāḥ kuḍavāḥ pṛthak|  palāni [30] daśa cāmlasya vetasasya palārdhikam||108||  sauvarcalaṃ biḍaṃ pākyaṃ yavakṣāraḥ sasaindhavaḥ|  śaṭīpuṣkaramūlāni hiṅgu hiṅguśivāṭikā||109||  tat sarvamekataḥ sūkṣmaṃ cūrṇaṃ kṛtvā prayojayet|  hitaṃ vātābhibhūtāyāṃ grahaṇyāmarucau tathā||110||  iti maricādyaṃ cūrṇam,"Crush finely and mix together a ripe pippali fruit, a nagara fruit, a patha fruit, and asari, all with bhṛhatī dvaya and citraka, along with kauṭa, jam, and their seeds, and lavaṇāni, for use as a medicine. Additionally, mix in pañca with tat cūrṇa, as well as sayavakṣāra, dadhi, uṣṇa-ambu, surā, and other such things, so that naraḥ may consume it for increasing one's digestive fire, as well as for alleviating the effects of vāta haram. This constitutes the preparation of maricaadya.",
439,caturṇāṃ prasthamamlānāṃ tryūṣaṇasya palatrayam|  lavaṇānāṃ ca catvāri śarkarāyāḥ palāṣṭakam|  sañcūrṇya śākasūpānnarāgādiṣvavacārayet||111||  kāsājīrṇāruciśvāsāhṛtpāṇḍvāmayaśūlanut|,"Having mixed together finely ground sauvarcala, bidana, pakyama, yava, kshara, sasaindhava, shativushkaramula, and hingshiva, one should use it as a remedy for the four types of lavana, the eight types of sharkara, and kasaajirnaruci, hitpaandvamaya, and shulanuta. This should be prepared and administered with care, considering it beneficial for a patient afflicted by vata, abhibhootaayaam grahanyam, and maricaadyam.",
440,cavyatvakpippalīmūladhātakīvyoṣacitrakān||112||  kapitthaṃ bilvamambaṣṭhāṃ śālmalaṃ hastipippalīm|  śilodbhedaṃ tathā'jājīṃ piṣṭvā badarasammitam||113||  paribharjya ghṛte dadhnā yavāgūṃ sādhayedbhiṣak| rasaiḥ kapitthacukrīkāvṛkṣāmlairdāḍimasya ca||114||  sarvātisāragrahaṇīgulmārśaḥplīhanāśinī|,"Of the four types of tryushana, take equal parts of lavanana, kapittha, bilva, amba, shalmali, hastipippalii, and grind them together with barley. After straining this through a cloth, the physician should cause it to be prepared with ghee and milk. With kapittha, kushmanda, amla, and the juices of other medicinal plants, as well as all substances that counteract putrefaction, pallor, loss of appetite, indigestion, cough, and heart disease, should be used.",
441,pañcakolakayūṣaśca mūlakānāṃ ca soṣaṇaḥ||115||  snigdho dāḍimatakrāmlo jāṅgalaḥ saṃskṛto rasaḥ|  kravyādasvarasaḥ śasto bhojanārthe sadīpanaḥ||116||  takrāranālamadyāni pānāyāriṣṭa eva ca|,"""The roots of five myrobalans, together with those of pippalī, dhātakī, vī, oṣa, citraka, kapittha, bilva, āmba, śālmala, hastipippali, śilā, when split, mixed with ghee and dadhnā, should be prepared by a physician for use in various concoctions, such as kapittha, cukrī, kāvṛkṣa, āmra, and plīha remedies, as well as for destroying all types of fevers, diarrhea, and other ailments.""",
442,takraṃ tu grahaṇīdoṣe dīpanagrāhilāghavāt||117||  śreṣṭhaṃ madhurapākitvānna ca pittaṃ prakopayet|  kaṣāyoṣṇavikāśitvādraukṣyāccaiva kaphe hitam||118||  vāte svādvamlasāndratvāt sadyaskamavidāhi tat|  tasmāt takraprayogā ye jaṭharāṇāṃ tathā'rśasām||119||  vihitā grahaṇīdoṣe sarvaśastān prayojayet|,"Five colas, you should mix with two ūṣaḥ and mūlakānaṃ soṣaṇaḥ, made smooth; takra, being astringent, dāḍima, āmla, jāṅgala, saṃskṛta, and rasa, all of them, make them suitable for consumption as part of kravyāda bhojana; make them conducive for digestion; add them in food and drink at the appropriate time, in the form of a condiment in aromatic beverages, for the purpose of digestion, especially during ariṣṭa; this is recommended in grahaṇīdoṣe for all, especially for those who suffer from digestive issues.",
