id,sloka,translation,Unnamed: 3
497,prātarāśe tvajīrṇe'pi sāyamāśo na duṣyati||237||  divā prabudhyate'rkeṇa hṛdayaṃ puṇḍarīkavat|  tasminvibuddhe srotāṃsi sphuṭatvaṃ yānti sarvaśaḥ||238||  vyāyāmācca vihārācca vikṣiptatvācca cetasaḥ|  na kledamupagacchanti divā tenāsya dhātavaḥ||239||,"At dawn, even when worn out, the body does not incur harm by evening. During daytime, when the intellect is roused by the sun, all the senses function distinctly. Through exercise, leisure, and a distracted mind during the day, his bodily tissues do not get congested.",
498,aklinneṣvannamāsiktamanyatteṣu na duṣyati|  avidagdha iva kṣīre kṣīramanyadvimiśritam||240||  naiva dūṣyati tenaiva samaṃ sampadyate yathā|,"Just as clarified butter remains unsullied when mixed with curd or other substances, so too does the unwavering yogi remain untainted among various dualities. It is like clarified butter being mixed with curd; it does not get spoiled, but rather remains pure and identical to itself. Similarly, the stainless yogi remains unsullied, equal to themselves, in all situations.",
499,rātrau tu hṛdaye mlāne saṃvṛteṣvayaneṣu ca|  yānti koṣṭhe parikledaṃ saṃvṛte dehadhātavaḥ||241||  klinneṣvanyadapakveṣu teṣvāsiktaṃ praduṣyati|  vidagdheṣu payaḥsvanyat payastaptamivārpitam||242||  naiśeṣvāhārajāteṣu nāvipakveṣu buddhimān|  tasmādanyatsamaśnīyātpālayiṣyanbalāyuṣī||243||,"During nighttime, when the senses are retracted and the mind is confined in sleep within, the vital energies merge into the heart; when these energies become enfeebled or tainted by impurities from past experiences, the intellect indeed gets affected, just as milk turns sour when left out. Therefore, a wise person should carefully choose and consume only wholesome food and nourishment, devoid of unripe or overripe substances, for maintaining balance and promoting longevity.",
500,tatra ślokāḥ  antaragniguṇā dehaṃ yathā dhārayate ca saḥ|  yathā'nnaṃ pacyate yāṃśca yathā''hāraḥ karotyapi||244|| ye'gnayo yāṃśca puṣyanti yāvanto ye pacanti yān|  rasādīnāṃ kramotpattirmalānāṃ tebhya eva ca||245||  vṛṣyāṇāmāśukṛddheturdhātukālodbhavakramaḥ|  rogaikadeśakṛddheturantaragniryathā'dhikaḥ||246||  praduṣyati yathā duṣṭo yān rogāñjanayatyapi|  grahaṇī yā yathā [53] yacca grahaṇīdoṣalakṣaṇam||247||  pūrvarūpaṃ pṛthak caiva vyañjanaṃ sacikitsitam|  caturvidhasya nirdiṣṭaṃ tathā cāvasthikī kriyā||248||  jāyate ca yathā'tyagniryacca tasya cikitsitam|  uktavāniha tat sarvaṃ grahaṇīdoṣake muniḥ||249||,"In that treatise, the verses describe how, just as an internal fire enkindles the body, similarly it cooks food and digests it; some fires make things grow, some make them ripen, and bring about the manifestation of tastes and other qualities in substances. The sequence of maturation, origin, and development of reproductive fluids is also likened to a fire. Just as an out-of-control fire can burn uncontrollably, cause diseases, and affect certain body parts, similarly grahaṇī disorder (a digestive condition) manifests in various ways, with distinct early symptoms, and it is of four types, along with its specific treatment. The sage has spoken here about all aspects of grahaṇī disorder.",
501,ityagniveśakṛte tantre'prāpte dṛḍhabalasampūrite cikitsāsthāne  grahaṇīcikitsitaṃ nāma pañcadaśo'dhyāyaḥ||15||,"""The fifteen chapters of the medical treatise, known as 'Grahaṇīcikitsita,' have been securely and powerfully established in the fire ritual by the fire priest.""",
502,athāta udaracikitsitaṃ vyākhyāsyāmaḥ||1||  iti ha smāha bhagavānātreyaḥ||2||,"""Now we shall explain the study of the abdomen."" This is indeed what the Lord Atreya has said.",
503,siddhavidyādharākīrṇe kailāse nandanopame|  tapyamānaṃ tapastīvraṃ sākṣāddharmamiva sthitam||3||,"In Kailasa, which is filled with accomplished beings (siddhas) and vidyadharas, (it) is filled with one engaged in rigorous austerities, appearing as Dharma itself.",
504,āyurvedavidāṃ śreṣṭhaṃ bhiṣagvidyāpravartakam|  punarvasuṃ jitātmānamagniveśo'bravīdvacaḥ||4||,"The foremost among experts in ayurveda (the knowledge of longevity) and the instigator of medical science spoke again to Vasu, who had conquered his self, saying, ""O Agnivesa.""",
505,bhagavannudarairduḥkhairdṛśyante hyarditā narāḥ|  śuṣkavaktrāḥ kṛśairgātrairādhmātodarakukṣayaḥ||5||  pranaṣṭāgnibalāhārāḥ sarvaceṣṭāsvanīśvarāḥ|  dīnāḥ pratikriyābhāvājjahato'sūnanāthavat||6||,"The venerable ones perceive men afflicted by suffering, their faces parched and bodies emaciated, their inner organs depleted of vitality, and stripped of strength and energy in all actions. They are utterly wretched, lacking in initiative, resembling one without a protector.",
506,teṣāmāyatanaṃ saṅkhyāṃ prāgrūpākṛtibheṣajam|  yathāvacchrotumicchāmi guruṇā samyagīritam||7||,"I wish to hear, in a proper manner as instructed, the remedy that cures the various forms of manifestations (of disturbances) that belongs to them (the disturbances); I wish to hear it accurately, just as it should be, referring to that number (of remedies).",
507,sarvabhūtahitāyarṣiḥ śiṣyeṇaivaṃ pracoditaḥ|  sarvabhūtahitaṃ vākyaṃ vyāhartumupacakrame||8||,"The sage, devoted to the well-being of all beings, prompted by his disciple here, initiated to express a statement devoted to the well-being of all beings.",
508,agnidoṣānmanuṣyāṇāṃ rogasaṅghāḥ pṛthagvidhāḥ|  malavṛddhyā pravartante viśeṣeṇodarāṇi tu||9||,"The different kinds of bodily ailments in people arise separately from various impurities, being impelled by the agni (digestive fire) and human weaknesses.",
509,mande'gnau malinairbhuktairapākāddoṣasañcayaḥ|  prāṇāgnyapānān sandūṣya mārgānruddhvā'dharottarān||10||  tvaṅmāṃsāntaramāgamya kukṣimādhmāpayan bhṛśam|  janayatyudaraṃ tasya hetuṃ śṛṇu salakṣaṇam ||11||,"In a fire weakened, with impure, previously consumed fuel accumulated, when the paths of prāṇa and apāna are obstructed, and the digestive fire is forced downwards into the lower abdomen, then listen to the cause of the resulting stomach ailment.",
510,atyuṣṇalavaṇakṣāravidāhyamlagarāśanāt|  mithyāsaṃsarjanādrūkṣaviruddhāśucibhojanāt||12||  plīhārśograhaṇīdoṣakarśanāt karmavibhramāt|  kliṣṭānāmapratīkārādraukṣyādvegavidhāraṇāt||13||  srotasāṃ dūṣaṇādāmāt saṅkṣobhādatipūraṇāt|  arśobālaśakṛdrodhādantrasphuṭanabhedanāt||14||  atisañcitadoṣāṇāṃ pāpaṃ karma ca kurvatām|  udarāṇyupajāyante mandāgnīnāṃ viśeṣataḥ||15||,"Consuming food that is excessively hot, salty, and pungent, as well as impure and contradictory items; performing incorrect actions due to false judgment - all these result in afflictions for those who do not correct them. Through the contamination of bodily channels, suppression of natural urges, forceful eating, eating too quickly or too much, and other such improper habits, the digestive fire of those with slow-burning metabolisms becomes further weakened, leading to the creation of various ailments.",
511,kṣunnāśaḥ svādvatisnigdhagurvannaṃ pacyate cirāt|  bhuktaṃ vidahyate sarvaṃ jīrṇājīrṇaṃ na vetti ca||16||  sahate nātisauhityamīṣacchophaśca pādayoḥ|  śaśvadbalakṣayo'lpe'pi vyāyāme śvāsamṛcchati||17||  vṛddhiḥ purīṣanicayo  rūkṣodāvartahetukā|  bastisandhau rugādhmānaṃ vardhate pāṭyate'pi ca||18||  ātanyate ca jaṭharamapi  laghvalpabhojanāt|  rājījanma valīnāśa iti liṅgaṃ bhaviṣyatām||19||,"The person greatly diminished in strength, partaking in overripe, delightful food, is long consumed by hunger. Once consumed, all sustenance becomes waste; he fails to distinguish between fresh and rotten. He endures, but not excessively, the heat of the sun, the cold of the wind, and opposing temperatures on his feet. Always experiencing strength decline, even minimal exertion causes perspiration. Growth is marked by feces accumulation; constipation results from dryness and hardening of stool. Furthermore, if one's abdomen becomes overly thin due to insufficient or scanty food, it may indicate an impending miscarriage or hair loss. These signs should be noted.",
512,ruddhvā svedāmbuvāhīni doṣāḥ srotāṃsi sañcitāḥ|  prāṇāgnyapānān sandūṣya janayantyudaraṃ nṛṇām||20||,"Once sweat and urine, two types of bodily secretions, are restrained and drawn back, the vital breaths purify and strengthen the digestive fire in individuals, causing them to generate a robust stomach.",
513,kukṣerādhmānamāṭopaḥ śophaḥ pādakarasya ca|  mando'gniḥ ślakṣṇagaṇḍatvaṃ kārśyaṃ codaralakṣaṇam||21||,"The person with a prominent stomach, drooping breasts, limbs akin to an elephant's trunk, a gentle digestive fire, smooth and slender skin, and a constricted waist - such is the description of an individual in poor health.",
514,pṛthagdoṣaiḥ samastaiśca plīhabaddhakṣatodakaiḥ|  sambhavantyudarāṇyaṣṭau teṣāṃ liṅgaṃ pṛthak śṛṇu||22||,"Listen carefully to the distinct characteristics of the eight abdominal organs that arise, being afflicted by all kinds of defects and bound by bile, phlegm, and bodily fluids.",
515,rūkṣālpabhojanāyāsavegodāvartakarśanaiḥ|,"Derived from harsh austerities such as consuming meager food and drink, and the exertion of drawing water from deep wells.",
516,vāyuḥ prakupitaḥ kukṣihṛdbastigudamārgagaḥ||23||  hatvā'gniṃ kaphamuddhūya tena rūddhagatistataḥ|  ācinotyudaraṃ jantostvaṅmāṃsāntaramāśritaḥ||24||,"Swollen with anger, the wind invades the regions of the abdomen, heart, and lower intestines. Having killed Kapha, it moves through the body and settles in the middle of the stomach, causing it to distend and making the skin and flesh swell.",
517,tasya rūpāṇi kukṣipāṇipādavṛṣaṇaśvayathuḥ udaravipāṭanam aniyatau ca vṛddhihrāsaukukṣipārśvaśūlodāvartāṅgamardaparvabhedaśuṣkakāsakārśyadaurbalyārocakāvipākāḥ adhogurutvaṃ vātavarcomūtrasaṅgaḥ śyāvāruṇatvaṃ canakhanayanavadanatvaṅmūtravarcasām api codaraṃ tanvasitarājīsirāsantatam āhatamādhmātadṛtiśabdavadbhavativāyuścordhvamadhastiryak ca saśūlaśabdaścarati etadvātodaramiti vidyāt||25||,"Of him, the various forms of the abdomen, hands, feet, genitals, and back are unlimited in growth and decline, weakness, dryness, perspiration, hair, and complexion; his complexion may be dark or reddish, his gait steady or unsteady, his eyes sunken or protruding, his speech coarse or fine. His belly may be big or small, his limbs thin or stout, his hair long or short, his bones hard or soft; all these forms arise from the five great elements and their combinations, and are constantly changing in accordance with their qualities. This should be known.",
518,kaṭvamlalavaṇātyuṣṇatīkṣṇāgnyātapasevanaiḥ|  vidāhyadhyaśanājīrṇaiścāśu pittaṃ samācitam||26||,"Swiftly temper the bile that has been aggravated by pungent, sour, and salty tastes, as well as by excessive heat and sun, through emetic and purgative measures, and by consuming food that is easily digestible.",
519,prāpyānilakaphau ruddhvā mārgamunmārgamāsthitam|  nihantyāmāśaye vahniṃ janayatyudaraṃ tataḥ||27||,"Having restrained the downward-flowing ""prāṇa"" (air) and ""kapha"" (phlegm), and established in the path of moderation, they extinguish the ""vahnim"" (fire) in the mind and stimulate heat in the abdomen.",
520,tasya rūpāṇi dāhajvaratṛṣṇāmūrcchātīsārabhramāḥ kaṭukāsyatvaṃ haritahāridratvaṃ [1] ca nakhanayanavadanatvaṅmūtravarcasām api codaraṃnīlapītahāridraharitatāmrarājīsirāvanaddhaṃ dahyate dūyate dhūpyate ūṣmāyate svidyate klidya mṛdusparśaṃ kṣiprapākaṃ cabhavati| etat pittodaramiti vidyāt||28||,"The severe fever of that individual, accompanied by fainting, throbbing, delirium, a bitter taste in the mouth, dryness, yellowishness, pallor, dark complexion, sweatiness, and reddened eyes, blazes, glows, smokes, scorches, burns, causes blisters, becomes tender to the touch, and rapidly intensifies. This condition is recognized as an inflammation of the stomach. (28)",
521,avyāyāmadivāsvapnasvādvatisnigdhapicchilaiḥ|  dadhidugdhaudakānūpamāṃsaiścāpyatisevitaiḥ||29||,"Constantly churning, for their part, with a pair of soft, smooth, and closely fitting substances comparable to churned butter, milk, and water, and similarly associated with flesh. (Verse 29)",
522,kruddhena śleṣmaṇā srotaḥsvāvṛteṣvāvṛto'nilaḥ|  tameva pīḍayan kuryādudaraṃ bahirantragaḥ [1] ||30||,"When one's breath is obstructed by saliva, they should specifically touch their chest from the outside; this is the prescribed action.",
523,tasya rūpāṇi gauravārocakāvipākāṅgamardāḥ suptiḥ pāṇipādamuṣkoruśophaḥ utkleśanidrākāsaśvāsāḥ śuklatvaṃ canakhanayanavadanatvaṅmūtravarcasām| api codaraṃ śuklarājīsirāsantataṃ guru stimitaṃ sthiraṃ kaṭhinaṃ ca bhavati|etacchleṣmodaramiti vidyāt||31||,"Of him, the physical attributes such as heaviness, resulting from the ripening of past deeds, deep sleep, positioning of hands and feet, erectness of body parts, belching, hiccups, phlegm, sleep, cough, hoarseness, breath, whiteness of the eyes, complexion, and teeth, as well as urine and feces, even the stomach become firm, hard, heavy, and covered in mucus. This is known as śleṣmodara.",
524,durbalāgnerapathyāmavirodhigurubhojanaiḥ|  strīdattaiśca rajoromaviṇmūtrāsthinakhādibhiḥ||32||  viṣaiśca mandairvātādyāḥ kupitāḥ sañcayaṃ trayaḥ|,"Overcoming foes who are inferior in strength, opposing the teachings of the guru, through impure food, as well as due to women, sexual emissions, hair, nails, and the like; enraged by mild winds and other primary elements, three kinds of afflictions arise.",
525,śanaiḥ koṣṭhe prakurvanto janayantyudaraṃ nṛṇām||33||,"By gradually filling the granary, they cause the expansion of people's bellies (implying nourishment). [Here, 'they' refers to the farmers.]",
526,tasya rūpāṇisarveṣāmeva doṣāṇāṃ samastāni liṅgānyupalabhyante varṇāśca sarve nakhādiṣu udaramapi nānāvarṇarājīsirāsantataṃbhavati| etat sannipātodaramiti vidyāt||34||,"Of him, all the indicators of all defects are evident, and all varnas (colors/types) manifest on nails, skin, and across his entire body. This phenomenon is referred to as the concentration of attributes in the stomach (i.e., the amassing of characteristics). This must be understood.",
527,aśitasyātisaṅkṣobhādyānayānāticeṣṭitaiḥ|  ativyavāyabhārādhvavamanavyādhikarśanaiḥ||35||,"Having overcome the violent agitations of what was not fully possessed by you, as well as the excessive handling that causes wear and tear and injuries.",
